ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,HouseholdIncomeRangeKey,HouseholdIncomeRange,HouseholdIncomeRangeEng,Year,TotalHousehold,HouseholdSize2Person,HouseholdSize4Person,HouseholdSize7Person,HouseholdSize8More,,,,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2559,3.4,3.8,3.1,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2559,0.2,0.3,0,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2559,0.2,0,0.5,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,มากกว่า 100,000 บาท,More than 100,000 baht,2559,0,0,0,0,0,,
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2556,0,0,0,0,0,,
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2556,657,0,0,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2556,1348,0.6,0,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2556,55126,23.2,2.7,1.6,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2556,108215,38.6,14.6,4.9,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2556,158677,29.9,48.1,41.4,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2556,72358,4.7,28.9,36.7,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2556,21477,2.7,5.8,13.9,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,18,มากกว่า 100,000 บาท,More than 100,000 baht,2556,734,0,0,1.5,0,,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2558,3303,0.9,4.8,20.6,89.9,,
